CompanyName,Sector,Stage,Fund_Amount,HeadQuarter,What_it_does,Funding_Year,Founders,Investor,Founded
Oliveboard,EdTech,,$3000000,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,2021,"Abhishek Patil, V Satish Kumar",IAN Fund,2012.0
Little Leap,EdTech,$300000,ah! Ventures,New Delhi,Soft Skills that make Smart Leaders,2021,Holistic Development Programs for children in age range 5-15,Vishal Gupta,2020.0
Trell,Social commerce,Series B,$45000000,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,2021,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",2016.0
Kredent,EdTech,,$1000000,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,2021,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,2008.0
EasyAspataal,Healthcare,Seed,$500000,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,2021,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,2020.0
SMOOR,Food & Beverages,,$undisclosed,Bangalore,Instigate your sixth sense with our new range of chocolates.,2021,Vimal Sharma,Klub,2008.0
Pankhuri,Social community,,$3200000,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",2021,Pankhuri Shrivastava,Sequoia’s Surge,2019.0
Arcana,Information Technology,Seed,$370000,Bangalore,Arcana is the Storage Layer of Ethereum.,2021,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,2019.0
AdmitKard,EdTech,,Pre-series A,Noida,A tech solution for end to end career advisory to students looking to study abroad.,2021,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal	#REF!",$1000000,2016.0
UrbanKisaan,Food & Beverages,,$undisclosed,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,2021,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy",BASF Venture Capital GmbH,2017.0
Aquaconnect,Fishery,Pre-series A,$4000000,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,2021,Rajamanohar,"Rebright Partners, Flourish Ventures",2017.0
Vah Vah!,EdTech,,$1800000,Bangalore,A mission to educate India and make its young and dynamic population job ready.,2021,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,2020.0
LetsDressUp,Apparel & Fashion,Pre-series A,$300000,Gurugram,Building India's version of Stitch Fix,2021,Aditya B,"Titan Capital, Sequoia Capital",2019.0
Sapio Analytics,Computer software,,$150000,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,2021,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,2019.0
BHyve,Human Resources,$300000,"ITO Angel Network, LetsVenture",Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,2021,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",2020.0
Indi Energy,Renewables & Environment,Seed,$undisclosed,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",2021,Dr. ASIT SAHOO,Mumbai Angels Network,2019.0
The Ayurveda Co,Consumer Goods,,$undisclosed,Gurugram,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,2021,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",2021.0
Pratilipi,Online storytelling,,$48000000,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2021,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",2015.0
Ati Motors,Automotive,Pre-series A,$35000000,Bangalore,Autonomous industrial vehicle maker,2021,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",2017.0
peAR,Deeptech,Pre-series A1,$300000,Mumbai,An AR / VR tech based Start-up in Mumbai.,2021,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,2018.0
Gourmet Garden,Farming,,$3000000,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",2021,Arjun Balaji,"Beyond Next Ventures, M Venture Partners",2019.0
The Sleep Company,Consumer Goods,Pre-series A,$1000000,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,2021,,Fireside Ventures,2019.0
TyrePlex,B2B E-commerce,Seed,$undisclosed,New Delhi,Tyreplex is digitizing the tyre dealers in India.,2021,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,2020.0
ION Energy,Automotive,Pre-series A,$3600000,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,2021,Akhil Aryan,,2016.0
Digit Insurance,Insuretech,,$200000000,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021,Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",2016.0
FRAAZO,Food & Beverages,Series A,$11000000,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",2020.0
Licious,Food & Beverages,Series F,$192000000,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",2015.0
WinZO,Gaming,Series C,$65000000,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,2021,Paavan Nanda,Griffin Gaming Partners,2018.0
Furlenco,Consumer Goods,,$100000000,Bangalore,Furlenco is a different furniture company.,2021,Ajith Mohan Karimpana,Zinnia Global,2012.0
Skylark Drones,Aviation,Pre-series A,$3000000,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",2021,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",2014.0
Leegality,IT company,Pre-series A,$undisclosed,Gurugram,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",2021,Shivam Singla,"IIFL, Mumbai Angels",2016.0
Arcatron Mobility,Healthcare,,$undisclosed,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,2021,Ganesh Sonawane,Klub,2015.0
TWID,FinTech,,$2500000,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",2020.0
PeakPerformer,EdTech,Early seed,$undisclosed,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",2021,"Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,2020.0
MyMobiForce,Internet,Pre-series A,$1400000,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,2018.0
Pine Labs,Information Technology,,$600000,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,Amrish Rau,"Fidelity, BlackRock",1998.0
Genworks Health,Healthcare,,$2000000,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021,S Ganeshprasad,Blacksoil,2015.0
Pocketly,FinTech,,$undisclosed,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!",2021,"Aarav Bhatia, Navdeesh Ahuja",,2019.0
Neverinstall,Information Technology,Seed,$370000,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,"Lakshmana Pasala, Ram Pasala",Speciale Invest,2019.0
CoRover,Information Technology,,$undisclosed,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,2021,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,2016.0
BeatO,Healthcare,Pre-series B,$5000000,New Delhi,ULTIMATE app to manage chronic conditions.,2021,Gautam Chopra,W Health Ventures,2015.0
Earth Rhythm,Cosmetics,Seed,$1200000,Gurugram,A mission to make customers healthier and Earth a little greener.,2021,Harini Sivakumar,Anicut Angel Fund,2020.0
Fountain9,Computer software,Seed,$1900000,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",2019.0
Rockclimber,Food & Beverages,,$1000000,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,2019.0
SpEd@home,EdTech,,$300000,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021,Dhaval Mody,,2020.0
CanPe,Computer software,Seed,$undisclosed,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",2021,Arindam Choudhury,Axilor Ventures,2019.0
Green Soul,Consumer Goods,,$200000,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021,Ravi Khushwani,velocity.in,2016.0
Shiprocket,Logistics,Series D1,$41000000,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",2012.0
DealShare,Retail,,$144000000,Bangalore,The next generation disruptive (social) e-commerce product for the masses.,2021,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,2018.0
Teachmint,EdTech,Pre-series B,$20000000,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,2020.0
Vahak,Transportation,Pre-series A,$5000000,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021,"Vikas Chandrawat, Karan Shaha",RTP Global,2017.0
goSTOPS,Hospitality,Pre-series A,$1000000,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",2014.0
Codedamn,Computer software,Pre-seed,$undisclosed,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,2021,Mehul Mohan,Antler India,2020.0
Biocraft Innovation Technology,Environmental service,Pre-seed,$undisclosed,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,2021,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,2019.0
Powerplay,Construction,,$5200000,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,2021,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",2020.0
Accio Robotics,Industrial Automation,,$Undisclosed,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,2021,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,2020.0
Delhivery,Logistics,Series H,$270000000,Gurugram,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",2011.0
Avishkaar,EdTech,Pre-series A,$600000,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021,"Rajeev Gaba, Tarun Bhalla",Auxano,2014.0
Jobsgaar,Job discovery platform,Seed,$140000,New Delhi,India's first District level/ Hyper Local Job discovery platform,2021,Atul Pratap Singh,SucSEED Indovation Fund,2020.0
Almo,D2C Fashion,Seed,$Undisclosed,Gurugram,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,2021,Abhishek Shah,Angelist India,2020.0
Breathe Well-being,HealthCare,Pre-series A,$1000000,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",2015.0
GalaxEye,SpaceTech,Pre-seed,$Undisclosed,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,2021,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,2020.0
Good Health Clinic,HealthCare,,$5000000,Hyderabad,Full Stack Digital Health Clinic,2021,Samarth Sindhi,Khosla Ventures,2021.0
Urban Company,Home services,Series F,$250000000,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,2021,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",2014.0
MYBYK,Rental,Pre-series A,$1000000,Ahmadabad,MYBYK is an app that provides premium bicycle sharing and rental service.,2021,Arjit Soni,Avon Cycles,2014.0
Locus,Logistics,Series C,$50000000,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,2021,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",2015.0
Crejo.Fun,EdTech,Seed,$3000000,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021,Vikas Bansal,"Matrix Partners India, 021 Capital",2020.0
Bambinos,EdTech,Seed,$500000,Bangalore,Cohort based extracurricular course for kids,2021,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",2020.0
KreditBee,FinTech,,$8000000,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",2018.0
Spardha,EdTech,Pre-series A1,$400000,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,2016.0
Onelife Nutriscience,HealthCare,,$Undisclosed,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,2021,Gaurav Aggarwal,Lasons India,2019.0
Flatheads,Fashion,,$Undisclosed,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,2021,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",2019.0
Fable Fintech,FinTech,Series A,$Undisclosed,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",2021,Naushad Contractor,Paytm,2015.0
Holisol,Logistics,,$3000000,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,2021,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",2009.0
Now&Me,HealthCare,,$1000000,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",2018.0
Fyllo,AgriTech,Seed,$400000,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",2019.0
Cora Health,HealthCare,,$Undisclosed,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,2021,"Shrijit Venkatesh, Snigdha Kumar",,2020.0
Blaer Motors,Mobility,,$300000,Chennai,Meant to augment human power and not completely replace it,2021,Abinesh Ekambaram,The Chennai Angels,2014.0
Swiflearn,EdTech,Pre-series A,$3000000,Gurugram,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",2019.0
Cashfree,FinTech,,$Undisclosed,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021,"Akash Sinha, Reeju Datta","State Bank of India, Y Combinator",2015.0
QuickSell,E-commerce,Pre-series A,$2000000,Mumbai,B2B Mobile Commerce Platform,2021,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",2017.0
Truemeds,Heathcare,Series A,$5000000,Mumbai,Truemeds is a health-tech startup.,2021,"Akshat Nayyar, Kunal Wani",InfoEdge,2019.0
Candes,E-commerce,,$3000000,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",2015.0
MediBuddy,Heathcare,,$3000000,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,"Satish Kannan, Enbasekar","Stride Ventures, InnoVen Capital",2000.0
F5,Food & Beverages,Pre-series A,$300000,New Delhi,F5 is a foods and beverages company.,2021,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",2018.0
Capital Float,FinTech,,$6000000,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",2013.0
IntelleWings,IT startup,Seed,$100000,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021,Pramod Sharma,,2019.0
Shyplite,Logistics,,$1000000,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,2016.0
Refyne,FinTech,Series A,$20000000,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",2020.0
Greenjoules,Renewable Energy,Series A,$4500000,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,2021,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,2018.0
MentorKart,Consulting,Seed,$150000,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,2021,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",2018.0
Leverage Edu,EdTech,Debt,$2000000,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2021,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",2017.0
Kale Logistics,Logistics,Series A,$5000000,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,2021,"Amar More, Vipul Jain",Inflexor Ventures,2010.0
CustomerGlu,CRM,,$320000,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,2021,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",2016.0
Cell Propulsion,EV startup,,$2000000,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2021,"Nakul Kukar, Paras Kaushal",growX ventures,2016.0
Wellbeing Nutrition,HealthCare,,$Undisclosed,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,2021,Avnish Chhabria,Klub,2019.0
Pee Safe,HealthCare,Pre-series B,$3000000,Gurugram,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,2021,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",2013.0
Chqbook,FinTech,,$1000000,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",2017.0
SimpliContract,Software,Seed,$1800000,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,2020.0
Dropshop,Logistics,Pre-series A,$1000000,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,2021,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,2019.0
Jumbotail,E-commerce,Debt,$4000000,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,2021,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,2015.0
BYJU'S,EdTech,,$350000000,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",2011.0
Power Gummies,Nutrition,,$1000000,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021,Divij Bajaj,"Venture Catalysts, 9unicorns",2018.0
Convosight,SaaS startup,Series A,$9000000,New Delhi,A mission - to help community builders become community entrepreneurs.,2021,Tarun Dhamija,Qualgro,2019.0
Junio,FinTech,Seed,$600000,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2021,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",2020.0
Wherehouse.io,Logistics,Seed,$Undisclosed,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",2021,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,2020.0
Flexmoney,FinTech,Series A,$4800000,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",2021,Yezdi Lashkari,Pravega Ventures,2015.0
Fampay,FinTech,Series A,$38000000,Bangalore,India's first numberless card and UPI without a bank account,2021,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",2019.0
Apna,Human Resources,Series B,$70000000,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,2021,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",2019.0
XYXX Apparels,Fashion,Series A,$4000000,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",2021,Yogesh Kabra,,2017.0
WaterScience,D2C startup,,$Undisclosed,Bangalore,The aim of making good water affordable and accessible.,2021,Sudeep N,,2014.0
BrowserStack,SaaS startup,Series B,$200000000,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,2021,"Nakul Aggarwal, Ritesh Arora",Accel,2011.0
Vital,Insuretech,Pre-series A,$3000000,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",2021,Rahul Kumar,BLinC Invest,2018.0
Juicy chemistry,HealthCare,,$Undisclosed,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,"Megha, Pritesh Asher",Spring Marketing Capital,2014.0
Samaaro,SaaS startup,,$125000,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",2020.0
Imagimake,Innovation management,Pre-series A,$500000,Mumbai,An innovative play system to help children create their imagination,2021,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",2011.0
MSMEx,EdTech,Pre-series A,$1000000,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,2021,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",2019.0
RenewBuy,Insuretech,Series C,$45000000,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2021,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",2015.0
saarthi.ai,AI startup,Seed,$Undisclosed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,2021,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,2017.0
Kutumb,Community platform,Series A,$26000000,Bangalore,Kutumb is a social community enabler.,2021,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",2020.0
Superplum,AgriTech,Pre-series A,$3800000,Noida,Building India's most sophisticated platform for high quality fresh food,2021,Shobhit Gupta,Marquee investors,2019.0
Upside AI,FinTech,Seed,$1200000,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,2017.0
PazCare,Insuretech,,$Undisclosed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",2021.0
Answer Genomics,HealthCare,,$Undisclosed,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,2021,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo",2019.0
Skillmatics,EdTech,Series A,$6000000,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,2021,Dhvanil Sheth,Sequoia Capital India,2016.0
Bimaplan,Insuretech,Pre-series A,$2500000,Bangalore,Affordable insurance for the next billion Indians,2021,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2020.0
Bueno Finance,FinTech,Seed,$3000000,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",2019.0
CityMall,E-commerce,Series B,$22000000,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",2019.0
BYJU’S,EdTech,,$50000000,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ",2011.0
India Quotient,Venture capitalist,,$64000000,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,2021,"Anand Lunia, Madhukar Sinha",,2012.0
The Switch Fix,HealthCare,Seed,$Undisclosed,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,2021,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns",2019.0
Anvidha Technologies,Tech Startup,Seed,$1500000,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,2021,Ganesh ranganathan iyer,,2020.0
DigiSparsh,FinTech,Seed,$Undisclosed,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,2021,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,2020.0
CoffeeMug.ai,Networking,Pre-seed,$620000,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",2021,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",2020.0
Pathfndr.io,SaaS startup,Pre-series A,$Undisclosed,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,2021,Varun Gupta,Arali Ventures,2015.0
BigLeap,Recruitment,,$600000,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,2021,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,2015.0
Kazam,EV startup,Seed,$900000,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,2020.0
MYRE Capital,Commercial Real Estate,$6000000,,Mumbai,Democratising Real Estate Ownership,2021,Own rent yielding commercial properties,Aryaman Vir,2020.0
BimaPe,FinTech,Pre-seed,$500000,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021,Rahul Mathur,"iSeed, Titan Capital",2020.0
